아자,182,54 
카하,191,43 
자타,177,55 
자사,183,55 
파다,198,52 
차하,160,78 
바바,170,76 
타자,151,55 
카카,174,48 
다타,188,52 
카자,168,59 
차차,145,79 
사사,190,73 
다마,171,88 
차마,167,65 
사바,147,97 
차마,184,78 
가다,194,60 
사카,166,52 
자라,154,89 
나타,192,77 
사타,195,65 
바바,199,58 
타타,189,89 
파라,176,45 
다하,165,90 
바카,199,68 
가카,146,70 
카바,190,64 
나나,157,47 
라타,183,43 
카가,173,64 
나사,148,93 
아카,145,72 
자사,150,84 
나하,187,64 
아파,183,69 
자하,161,92 
사파,180,65 
라하,186,87 
가다,158,60 
하마,195,42 
가차,156,54 
다나,166,54 
사바,150,83 
아가,181,87 
사하,145,51 
카자,196,71 
라아,149,60 
마마,170,49 
타타,180,57 
타파,159,60 
라아,161,52 
차하,167,57 
자다,178,98 
사라,178,91 
아가,182,57 
차마,170,96 
카다,176,53 
아나,145,59 
자하,175,98 
차카,157,93 
차아,150,65 
라타,185,72 
다다,168,94 
하카,168,41 
카가,162,48 
카라,169,65 
차자,183,70 
차카,170,64 
하자,196,78 
라라,151,85 
자아,148,75 
나마,195,85 
차타,196,45 
타파,178,87 
마마,157,58 
다마,169,98 
라라,182,41 
아카,163,56 
자차,152,62 
타카,174,73 
가하,196,53 
파나,187,69 
자타,144,82 
하마,185,58 
하차,173,40 
자나,155,86 
바카,195,55 
가가,168,78 
차가,193,93 
하카,190,68 
차나,194,72 
바바,147,45 
카라,148,89 
차사,151,60 
나차,180,52 
마하,192,88 
파사,199,95 
가카,185,81 
타다,175,86 
파자,160,99 
사파,143,85 
하가,198,86 
사바,160,95 
마다,172,69 
다바,162,74 
다타,194,87 
마사,150,89 
하차,178,45 
자아,192,52 
차사,181,62 
파가,168,79 
자마,159,83 
아파,190,84 
가바,194,86 
파마,181,81 
다카,157,94 
바파,167,60 
아사,141,88 
바바,185,90 
다바,150,91 
차파,179,77 
아나,146,43 
차라,146,71 
가사,175,44 
나차,151,77 
나라,187,79 
아마,186,96 
자라,194,87 
가라,158,72 
나아,195,87 
카가,178,88 
하나,144,69 
라다,178,40 
차파,190,40 
차자,162,89 
차차,157,81 
사사,166,49 
다하,187,98 
다타,174,84 
자아,146,84 
다타,143,92 
차다,151,57 
가다,153,95 
자하,162,58 
카자,160,52 
자나,193,75 
자파,194,71 
카타,169,44 
아하,169,55 
카하,144,40 
차차,170,58 
나다,186,75 
나라,152,98 
사카,198,82 
사타,171,99 
카라,155,51 
다아,186,50 
바사,156,69 
카자,162,93 
바파,183,44 
마타,145,43 
다자,142,68 
라아,146,84 
차마,194,77 
차나,181,57 
차마,178,46 
바가,188,73 
타사,167,50 
자다,179,92 
자마,147,88 
마아,159,59 
다하,153,85 
차카,187,68 
파사,159,54 
차사,172,74 
타라,140,44 
하아,152,79 
파하,143,85 
나바,168,96 
차자,161,59 
하가,175,71 
마카,199,46 
차자,197,91 
사라,142,67 
아하,152,68 
다타,154,44 
사다,186,82 
카라,176,42 
나하,188,55 
파하,167,85 
하파,162,74 
타나,199,50 
자아,163,84 
라차,183,66 
타다,151,51 
아카,145,67 
바하,171,82 
차타,190,73 
자가,195,77 
파가,160,70 
마차,143,93 
타아,188,74 
나다,155,43 
차마,148,57 
타타,156,54 
아바,141,42 
파카,198,70 
사자,151,50 
다파,162,75 
파차,184,61 
아아,191,55 
바나,191,55 
가바,184,66 
아나,156,55 
타자,193,41 
파바,188,57 
라파,166,59 
사하,179,64 
타사,142,97 
마자,163,59 
가타,146,93 
라라,196,81 
아아,188,50 
마사,186,66 
사바,147,74 
바마,172,41 
라자,169,61 
하다,191,81 
타파,175,97 
사사,191,56 
카사,176,73 
나자,172,98 
파타,171,98 
카마,188,55 
가자,199,63 
바사,161,95 
마사,189,92 
파마,176,84 
차다,186,77 
나사,175,45 
다차,189,59 
라바,189,94 
아자,154,50 
카라,178,44 
타타,195,80 
차나,174,75 
가사,175,61 
파하,151,41 
아파,196,94 
가자,141,91 
다가,168,60 
가타,145,61 
타사,174,55 
가다,190,94 
마파,146,41 
자카,162,89 
가바,158,64 
바라,167,92 
라다,143,91 
하아,141,90 
사가,151,87 
바바,142,67 
라나,165,87 
아카,193,64 
다사,181,65 
하파,184,83 
자가,145,57 
사차,169,99 
타마,194,43 
나나,145,97 
다아,167,86 
파나,184,76 
가사,158,51 
가하,167,56 
카차,179,46 
가아,153,46 
카카,140,53 
나가,148,69 
바다,154,85 
카카,171,41 
차나,173,51 
나가,164,89 
차다,167,61 
카카,145,62 
라나,164,40 
가마,160,64 
가바,173,86 
나라,158,53 
바가,141,48 
다차,191,44 
자파,166,65 
사가,158,46 
사카,194,93 
라파,186,64 
라다,167,62 
자바,194,46 
타바,194,80 
카마,170,83 
바가,172,48 
나가,169,73 
아마,166,64 
파자,171,69 
가사,176,87 
바라,163,55 
타다,162,60 
사아,164,68 
사나,145,52 
아사,197,74 
하다,184,80 
가나,161,74 
라타,154,84 
아마,144,97 
파다,178,61 
다사,180,87 
사타,146,78 
차가,154,91 
타마,180,80 
아하,178,50 
다타,176,87 
바타,156,55 
바마,174,98 
하나,141,86 
다카,165,50 
라차,160,91 
라사,146,88 
차가,165,54 
가사,177,48 
라하,157,54 
하자,186,87 
파파,152,42 
차나,148,79 
카가,163,44 
다나,168,54 
하사,147,67 
사하,189,82 
카다,170,99 
다다,177,42 
라아,186,91 
타하,193,91 
카마,159,45 
카마,181,76 
차사,148,44 
바사,167,81 
마나,199,90 
가차,143,59 
다라,155,47 
타가,172,76 
다다,185,74 
바하,175,99 
다파,149,57 
카다,193,98 
타차,178,60 
바나,155,41 
가마,154,99 
타가,154,58 
바라,182,80 
라가,168,49 
라차,199,76 
바다,193,95 
차나,141,51 
마사,147,95 
파하,157,96 
카자,183,48 
자하,195,94 
마바,141,77 
라파,148,54 
사라,176,84 
라나,141,79 
하사,178,82 
파파,146,69 
하파,160,93 
아타,190,99 
마다,150,83 
자파,163,40 
파가,180,84 
가다,167,96 
아아,165,43 
나라,174,72 
하카,145,59 
라나,196,55 
파바,181,73 
카다,177,42 
라마,170,91 
바다,171,93 
가가,171,69 
파하,159,92 
사카,168,45 
사파,193,75 
다아,154,73 
카타,193,96 
카사,153,62 
가가,182,52 
파다,174,52 
타나,169,73 
카마,145,98 
사카,194,87 
라마,195,50 
카타,149,85 
자차,187,52 
가다,151,82 
파가,196,99 
바가,147,86 
가타,154,86 
가라,186,92 
파카,148,83 
타차,181,76 
하라,196,61 
바카,160,49 
아사,152,96 
하자,141,91 
자나,180,70 
카파,197,58 
파아,181,95 
라하,173,49 
나카,185,80 
마라,148,72 
자타,178,41 
카나,182,68 
가카,144,82 
다하,191,92 
가라,196,66 
타다,150,42 
파타,184,71 
자타,194,50 
카사,148,71 
라다,189,59 
사다,199,73 
하가,140,67 
다다,183,45 
나하,151,51 
파아,166,41 
아다,165,50 
가카,181,69 
나파,140,77 
아라,152,44 
사타,157,96 
자다,145,81 
자타,195,63 
하차,158,42 
아파,181,64 
차마,162,57 
사라,178,99 
차타,199,54 
타바,153,52 
아타,143,86 
가바,159,42 
바차,155,77 
마카,155,80 
사마,183,77 
다카,158,94 
차라,171,73 
사파,160,92 
마라,160,88 
바차,155,69 
타라,164,43 
바마,169,67 
타하,147,97 
바파,191,64 
자다,177,85 
카라,197,89 
파하,148,86 
자다,146,54 
바카,165,51 
하라,188,50 
가카,176,62 
바타,180,87 
사라,159,85 
다마,165,41 
파자,165,41 
파아,163,56 
사라,161,45 
다아,146,68 
사바,146,48 
아자,149,68 
나파,172,49 
바아,154,95 
파바,161,74 
다라,172,63 
자카,192,47 
하가,186,50 
다사,141,66 
가차,148,91 
차파,186,97 
카자,189,65 
카차,140,85 
바카,161,87 
자타,165,97 
가파,179,85 
자파,193,77 
타카,162,74 
자파,176,51 
나하,151,71 
바바,193,67 
라사,186,49 
아나,194,54 
마가,193,81 
타마,159,83 
다마,151,93 
바아,165,97 
다파,155,80 
바마,140,94 
차하,167,87 
다하,182,48 
타하,170,89 
나다,189,42 
하카,159,69 
타라,177,60 
타바,157,85 
라차,188,55 
하라,186,84 
마사,141,93 
하사,151,93 
라다,157,76 
라아,169,83 
다라,193,47 
차바,185,64 
차가,180,91 
마카,182,64 
아차,191,69 
다파,142,64 
나타,145,63 
나아,174,90 
카파,143,81 
차하,145,77 
가가,148,62 
카라,175,85 
카카,141,66 
바나,155,84 
자카,189,48 
마아,145,43 
차아,171,55 
다마,181,92 
아나,165,99 
나가,182,99 
다바,154,84 
파자,198,99 
하바,158,98 
나아,173,42 
하바,149,93 
파아,154,82 
다카,160,77 
바차,171,54 
자마,140,49 
차사,175,91 
아사,179,90 
가나,176,79 
라사,184,49 
가나,158,99 
타타,197,52 
나사,175,56 
가라,163,57 
아아,183,68 
가가,159,41 
아타,181,80 
타나,179,47 
라사,198,59 
라사,143,65 
차나,181,97 
마라,185,52 
파카,166,83 
카마,196,97 
사파,185,85 
자자,191,57 
가하,170,65 
하사,189,85 
자마,157,77 
자나,177,47 
바하,165,82 
다라,169,65 
카가,142,94 
파하,184,75 
자바,196,94 
타하,155,96 
아라,160,75 
카바,151,83 
아자,192,60 
카라,143,96 
나나,176,77 
타타,184,51 
차나,198,70 
바사,149,73 
바가,180,92 
카나,147,68 
파파,198,48 
나나,188,99 
파타,190,92 
다자,155,48 
가가,179,86 
라하,168,64 
라타,161,77 
나자,199,77 
하자,145,43 
카타,173,92 
타하,151,80 
나타,199,59 
카카,144,77 
사바,143,98 
나가,144,94 
자하,198,74 
사라,170,51 
파아,198,84 
타라,151,44 
차마,180,97 
사하,191,61 
타타,154,46 
다바,153,83 
카사,147,75 
사사,190,61 
가하,183,91 
나타,152,63 
아타,179,66 
라하,149,88 
카마,185,45 
사자,168,58 
다자,177,84 
나타,147,93 
라자,191,91 
다자,147,91 
아카,175,43 
다차,165,82 
차라,164,77 
다다,193,89 
타사,194,58 
카가,191,74 
다바,176,86 
바사,154,82 
다마,173,51 
가라,194,48 
가카,140,73 
아가,150,75 
아사,182,99 
라하,192,88 
나라,161,99 
마차,141,88 
타가,179,54 
파사,181,66 
카사,176,92 
마카,189,40 
나파,179,74 
다사,173,84 
가차,142,91 
사바,172,42 
사아,182,70 
카바,158,77 
타아,199,63 
타라,181,83 
마나,152,97 
차가,197,49 
가바,185,49 
마라,192,46 
바라,162,79 
자라,186,58 
아사,189,75 
바바,150,76 
차아,174,43 
다카,157,54 
파타,148,87 
자사,171,77 
하나,174,98 
라바,194,86 
카마,192,42 
차마,156,45 
하파,189,83 
타파,186,59 
아바,143,91 
차자,173,73 
카라,166,98 
다차,164,94 
사사,165,80 
하마,191,63 
나파,159,78 
차바,149,75 
차사,170,53 
차사,154,55 
아차,189,82 
바차,155,57 
아나,158,84 
자나,191,66 
가사,174,46 
바마,149,42 
아카,151,89 
파자,199,86 
카카,187,87 
마다,158,83 
나자,163,64 
다차,161,61 
하타,141,97 
나나,144,94 
자나,148,61 
아가,149,81 
바바,182,48 
다자,198,86 
